DATE_FROM;DATE_TO;PRODUCT_TYPE;TENDER_NUMBER;PRODUCTNAME;CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_DEMAND_[MW];AT_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_IMPORT(-)_EXPORT(+)_[MW];BE_DEMAND_[MW];BE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];BE_IMPORT(-)_EXPORT(+)_[MW];CH_DEMAND_[MW];CH_SETTLEMENTCAPACITY_PRICE_[EUR/MW];CH_IMPORT(-)_EXPORT(+)_[MW];DE_DEMAND_[MW];DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DE_IMPORT(-)_EXPORT(+)_[MW];FR_DEMAND_[MW];FR_SETTLEMENTCAPACITY_PRICE_[EUR/MW];FR_IMPORT(-)_EXPORT(+)_[MW];NL_DEMAND_[MW];NL_SETTLEMENTCAPACITY_PRICE_[EUR/MW];NL_IMPORT(-)_EXPORT(+)_[MW];SI_DEMAND_[MW];SI_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SI_IMPORT(-)_EXPORT(+)_[MW];DK_DEMAND_[MW];DK_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DK_IMPORT(-)_EXPORT(+)_[MW]
16-04-2021;16-04-2021;FCR;1;NEGPOS_04_08;75.96;71;75.96;60;87;75.96;-60;67;75.96;19;562;75.96;40;508;75.96;33;114;124;-70;15;75.96;-9;20;75.96;-13
16-04-2021;16-04-2021;FCR;1;NEGPOS_08_12;55.6;71;55.6;69;87;105.98;-60;67;55.6;23;562;55.6;8;508;55.6;64;114;250.82;-75;15;55.6;-15;20;64.56;-14
16-04-2021;16-04-2021;FCR;1;NEGPOS_12_16;59;71;59;43;87;121.12;-60;67;59;21;562;59;79;508;59;17;114;134.04;-76;15;59;-10;20;64.56;-14
16-04-2021;16-04-2021;FCR;1;NEGPOS_16_20;62;71;62;54;87;62;-60;67;62;22;562;62;54;508;62;33;114;138.56;-76;15;62;-13;20;62;-14
16-04-2021;16-04-2021;FCR;1;NEGPOS_20_24;65.52;71;65.52;73;87;80.74;-60;67;65.52;28;562;65.52;44;508;65.52;12;114;123.92;-76;15;65.52;-8;20;65.52;-13
17-04-2021;17-04-2021;FCR;1;NEGPOS_00_04;55.2;71;55.2;30;87;55.2;-59;67;55.2;10;562;55.2;105;508;55.2;17;114;139.98;-76;15;55.2;-13;20;214.6;-14
17-04-2021;17-04-2021;FCR;1;NEGPOS_04_08;56.4;71;56.4;43;87;65.79;-60;67;56.4;9;562;56.4;95;508;56.4;16;114;136.96;-76;15;56.4;-13;20;107.57;-14
17-04-2021;17-04-2021;FCR;1;NEGPOS_08_12;67.88;71;67.88;43;87;101.53;-60;67;67.88;45;562;67.88;7;508;67.88;64;114;236.96;-76;15;67.88;-9;20;67.88;-14
17-04-2021;17-04-2021;FCR;1;NEGPOS_12_16;55.2;71;55.2;23;87;96.81;-60;67;55.2;11;562;55.2;109;508;55.2;17;114;168.21;-76;15;55.2;-10;20;214.6;-14
17-04-2021;17-04-2021;FCR;1;NEGPOS_16_20;55.2;71;55.2;27;87;55.2;-59;67;55.2;16;562;55.2;95;508;55.2;24;114;149.25;-76;15;55.2;-13;20;55.2;-14
17-04-2021;17-04-2021;FCR;1;NEGPOS_20_24;44.7;71;44.7;13;87;66.37;-60;67;44.7;15;562;44.7;67;508;44.7;70;114;114.07;-76;15;44.7;-15;20;107.57;-14
18-04-2021;18-04-2021;FCR;1;NEGPOS_00_04;48;71;48;17;87;48;-59;67;48;7;562;48;118;508;48;22;114;48;-78;15;48;-13;20;64.56;-14
18-04-2021;18-04-2021;FCR;1;NEGPOS_04_08;57.64;71;57.64;35;87;57.64;-59;67;57.64;8;562;57.64;107;508;57.64;10;114;57.64;-78;15;57.64;-13;20;57.64;-10
18-04-2021;18-04-2021;FCR;1;NEGPOS_08_12;56;71;56;43;87;75.04;-60;67;56;15;562;56;113;508;56;-9;114;56;-78;15;56;-15;20;56;-9
18-04-2021;18-04-2021;FCR;1;NEGPOS_12_16;54;71;54;16;87;70.42;-60;67;54;8;562;54;106;508;54;28;114;54;-78;15;54;-10;20;54;-10
18-04-2021;18-04-2021;FCR;1;NEGPOS_16_20;48.4;71;48.4;17;87;48.4;-59;67;48.4;12;562;48.4;93;508;48.4;44;114;48.4;-78;15;48.4;-15;20;48.4;-14
18-04-2021;18-04-2021;FCR;1;NEGPOS_20_24;45.08;71;45.08;20;87;69.09;-60;67;45.08;10;562;45.08;109;508;45.08;28;114;45.08;-78;15;45.08;-15;20;64.56;-14
19-04-2021;19-04-2021;FCR;1;NEGPOS_00_04;61.16;71;61.16;42;87;61.16;-57;67;61.16;8;562;61.16;81;508;61.16;24;114;61.16;-78;15;61.16;-13;20;61.16;-7
19-04-2021;19-04-2021;FCR;1;NEGPOS_04_08;74.8;71;74.8;42;87;74.8;-57;67;74.8;10;562;74.8;40;508;74.8;62;114;74.8;-78;15;74.8;-9;20;74.8;-10
19-04-2021;19-04-2021;FCR;1;NEGPOS_08_12;76.36;71;76.36;55;87;86.33;-60;67;76.36;59;562;76.36;45;508;76.36;0;114;76.36;-78;15;76.36;-9;20;76.36;-12
19-04-2021;19-04-2021;FCR;1;NEGPOS_12_16;121.4;71;121.4;61;87;121.4;-60;67;121.4;17;562;121.4;63;508;121.4;12;114;121.4;-78;15;121.4;-7;20;121.4;-8
19-04-2021;19-04-2021;FCR;1;NEGPOS_16_20;95.68;71;95.68;67;87;95.68;-60;67;95.68;38;562;95.68;65;508;95.68;-20;114;95.68;-78;15;95.68;-6;20;95.68;-6
19-04-2021;19-04-2021;FCR;1;NEGPOS_20_24;70;71;70;58;87;72.32;-60;67;70;16;562;70;48;508;70;35;114;70;-78;15;70;-9;20;70;-10
20-04-2021;20-04-2021;FCR;1;NEGPOS_00_04;88.12;71;88.12;47;87;88.12;-60;67;88.12;12;562;88.12;127;508;88.12;-44;114;88.12;-73;15;88.12;-7;20;88.12;-2
20-04-2021;20-04-2021;FCR;1;NEGPOS_04_08;99.36;71;99.36;56;87;99.36;-60;67;99.36;11;562;99.36;88;508;99.36;-3;114;99.36;-73;15;99.36;-7;20;99.36;-12
20-04-2021;20-04-2021;FCR;1;NEGPOS_08_12;71.16;71;71.16;46;87;97.62;-60;67;71.16;17;562;71.16;8;508;71.16;80;114;71.16;-73;15;71.16;-4;20;71.16;-14
20-04-2021;20-04-2021;FCR;1;NEGPOS_12_16;98.4;71;98.4;41;87;98.4;-60;67;98.4;11;562;98.4;104;508;98.4;-5;114;98.4;-73;15;98.4;-7;20;98.4;-11
20-04-2021;20-04-2021;FCR;1;NEGPOS_16_20;87.28;71;87.28;51;87;87.28;-60;67;87.28;17;562;87.28;64;508;87.28;16;114;87.28;-73;15;87.28;-4;20;87.28;-11
20-04-2021;20-04-2021;FCR;1;NEGPOS_20_24;52.12;71;52.12;45;87;75.55;-60;67;52.12;14;562;52.12;45;508;52.12;58;114;52.12;-73;15;52.12;-15;20;64.56;-14
21-04-2021;21-04-2021;FCR;1;NEGPOS_00_04;52.04;71;52.04;9;87;52.04;-60;67;52.04;8;562;52.04;35;508;52.04;102;114;52.04;-67;15;52.04;-13;20;60.68;-14
21-04-2021;21-04-2021;FCR;1;NEGPOS_04_08;38.72;71;38.72;-4;87;58.35;-60;67;38.72;3;562;38.72;8;508;38.72;149;114;38.72;-67;15;38.72;-15;20;107.58;-14
21-04-2021;21-04-2021;FCR;1;NEGPOS_08_12;31.04;71;31.04;-4;87;472.5;-36;67;31.04;14;562;31.04;12;508;31.04;120;114;31.04;-79;15;31.04;-15;20;31.04;-12
21-04-2021;21-04-2021;FCR;1;NEGPOS_12_16;42;71;42;-2;87;94.92;-60;67;42;7;562;42;48;508;42;105;114;42;-71;15;42;-14;20;42;-13
21-04-2021;21-04-2021;FCR;1;NEGPOS_16_20;44;71;44;-2;87;44;-60;67;44;16;562;44;33;508;44;97;114;432;-58;15;44;-15;20;44;-11
21-04-2021;21-04-2021;FCR;1;NEGPOS_20_24;29.35;71;29.35;-4;87;65.66;-60;67;29.35;11;562;29.35;13;508;29.35;147;114;29.35;-76;15;29.35;-15;20;29.35;-13
22-04-2021;22-04-2021;FCR;1;NEGPOS_00_04;72.08;71;72.08;53;87;72.08;-60;67;72.08;11;562;72.08;76;508;72.08;15;114;72.08;-76;15;72.08;-7;20;72.08;-12
22-04-2021;22-04-2021;FCR;1;NEGPOS_04_08;74.64;71;74.64;60;87;74.64;-60;67;74.64;9;562;74.64;52;508;74.64;33;114;74.64;-76;15;74.64;-7;20;74.64;-11
22-04-2021;22-04-2021;FCR;1;NEGPOS_08_12;84;71;84;66;87;84;-60;67;84;22;562;84;33;508;84;27;114;84;-67;15;84;-9;20;84;-11
22-04-2021;22-04-2021;FCR;1;NEGPOS_12_16;120.03;71;120.03;63;87;120.03;-60;67;120.03;16;562;120.03;27;508;120.03;35;114;120.03;-67;15;120.03;-7;20;120.03;-7
22-04-2021;22-04-2021;FCR;1;NEGPOS_16_20;63.84;71;63.84;63;87;63.84;-60;67;63.84;20;562;63.84;38;508;63.84;27;114;63.84;-67;15;63.84;-8;20;63.84;-13
22-04-2021;22-04-2021;FCR;1;NEGPOS_20_24;58;71;58;63;87;58;-60;67;58;17;562;58;45;508;58;34;114;58;-67;15;58;-15;20;58;-14
23-04-2021;23-04-2021;FCR;1;NEGPOS_00_04;55;71;55;19;87;55;-60;67;55;9;562;55;80;508;55;47;114;55;-67;15;55;-14;20;67.24;-14
23-04-2021;23-04-2021;FCR;1;NEGPOS_04_08;60;71;60;43;87;60;-60;67;60;7;562;60;42;508;60;64;114;60;-67;15;60;-15;20;67.24;-14
23-04-2021;23-04-2021;FCR;1;NEGPOS_08_12;52.4;71;52.4;17;87;52.59;-60;67;52.4;19;562;52.4;53;508;52.4;67;114;52.4;-67;15;52.4;-15;20;67.24;-14
23-04-2021;23-04-2021;FCR;1;NEGPOS_12_16;68.44;71;68.44;37;87;145.21;-60;67;68.44;15;562;68.44;44;508;68.44;52;114;68.44;-67;15;68.44;-7;20;68.44;-14
23-04-2021;23-04-2021;FCR;1;NEGPOS_16_20;48;71;48;10;87;66.51;-60;67;48;16;562;48;61;508;48;61;114;48;-67;15;48;-7;20;67.24;-14
23-04-2021;23-04-2021;FCR;1;NEGPOS_20_24;48.4;71;48.4;14;87;59.26;-60;67;48.4;14;562;48.4;64;508;48.4;64;114;48.4;-67;15;48.4;-15;20;67.24;-14
24-04-2021;24-04-2021;FCR;1;NEGPOS_00_04;51;71;51;14;87;51.18;-60;67;51;-23;562;51;91;508;51;73;114;51;-67;15;51;-14;20;63.76;-14
24-04-2021;24-04-2021;FCR;1;NEGPOS_04_08;48.4;71;48.4;11;87;62.06;-60;67;48.4;-23;562;48.4;99;508;48.4;68;114;48.4;-67;15;48.4;-14;20;67.24;-14
24-04-2021;24-04-2021;FCR;1;NEGPOS_08_12;82.6;71;82.6;34;87;82.6;-60;67;82.6;-21;562;82.6;83;508;82.6;45;114;82.6;-67;15;82.6;-6;20;82.6;-8
24-04-2021;24-04-2021;FCR;1;NEGPOS_12_16;56.01;71;56.01;31;87;173.97;-60;67;56.01;-23;562;56.01;75;508;56.01;73;114;56.01;-67;15;56.01;-15;20;67.24;-14
24-04-2021;24-04-2021;FCR;1;NEGPOS_16_20;55.2;71;55.2;20;87;91.44;-60;67;55.2;-21;562;55.2;93;508;55.2;64;114;55.2;-67;15;55.2;-15;20;67.24;-14
24-04-2021;24-04-2021;FCR;1;NEGPOS_20_24;44;71;44;4;87;68.11;-60;67;44;-21;562;44;64;508;44;109;114;44;-67;15;44;-15;20;67.24;-14
25-04-2021;25-04-2021;FCR;1;NEGPOS_00_04;44;71;44;1;87;69.97;-60;67;44;9;562;44;63;508;44;80;114;44;-67;15;44;-12;20;107.58;-14
25-04-2021;25-04-2021;FCR;1;NEGPOS_04_08;44.88;71;44.88;1;87;82.91;-60;67;44.88;9;562;44.88;67;508;44.88;76;114;44.88;-67;15;44.88;-12;20;67.24;-14
25-04-2021;25-04-2021;FCR;1;NEGPOS_08_12;61;71;61;36;87;98.53;-60;67;61;11;562;61;23;508;61;84;114;61;-67;15;61;-13;20;67.24;-14
25-04-2021;25-04-2021;FCR;1;NEGPOS_12_16;61.2;71;61.2;31;87;184.08;-60;67;61.2;12;562;61.2;1;508;61.2;112;114;61.2;-67;15;61.2;-15;20;68.73;-14
25-04-2021;25-04-2021;FCR;1;NEGPOS_16_20;58.59;71;58.59;31;87;110.58;-60;67;58.59;10;562;58.59;-10;508;58.59;125;114;58.59;-67;15;58.59;-15;20;67.24;-14
25-04-2021;25-04-2021;FCR;1;NEGPOS_20_24;41;71;41;1;87;76.28;-60;67;41;10;562;41;72;508;41;73;114;41;-67;15;41;-15;20;67.24;-14
26-04-2021;26-04-2021;FCR;1;NEGPOS_00_04;48;71;48;7;87;63.61;-60;67;48;-3;562;48;110;508;48;40;114;48;-67;15;48;-13;20;134.44;-14
26-04-2021;26-04-2021;FCR;1;NEGPOS_04_08;59.29;71;59.29;36;87;70.1;-60;67;59.29;-3;562;59.29;65;508;59.29;58;114;59.29;-67;15;59.29;-15;20;134.44;-14
26-04-2021;26-04-2021;FCR;1;NEGPOS_08_12;60.4;71;60.4;44;87;65.28;-58;67;60.4;15;562;60.4;48;508;60.4;39;114;60.4;-64;15;60.4;-10;20;94.12;-14
26-04-2021;26-04-2021;FCR;1;NEGPOS_12_16;49;71;49;11;87;198.42;-60;67;49;-9;562;49;114;508;49;34;114;49;-63;15;49;-13;20;134.44;-14
26-04-2021;26-04-2021;FCR;1;NEGPOS_16_20;74.08;71;74.08;44;87;94.52;-60;67;74.08;1;562;74.08;84;508;74.08;18;114;74.08;-66;15;74.08;-7;20;134.44;-14
26-04-2021;26-04-2021;FCR;1;NEGPOS_20_24;55.6;71;55.6;38;87;64.5;-60;67;55.6;2;562;55.6;62;508;55.6;54;114;55.6;-67;15;55.6;-15;20;107.58;-14
27-04-2021;27-04-2021;FCR;1;NEGPOS_00_04;56.4;71;56.4;35;87;63.44;-60;67;56.4;-14;562;56.4;127;508;56.4;8;114;56.4;-67;15;56.4;-15;20;107.58;-14
27-04-2021;27-04-2021;FCR;1;NEGPOS_04_08;71;71;71;38;87;71;-60;67;71;-13;562;71;97;508;71;28;114;71;-67;15;71;-9;20;107.58;-14
27-04-2021;27-04-2021;FCR;1;NEGPOS_08_12;68;71;68;44;87;68;-60;67;68;5;562;68;93;508;68;5;114;68;-64;15;68;-9;20;134.44;-14
27-04-2021;27-04-2021;FCR;1;NEGPOS_12_16;60;71;60;31;87;161.15;-58;67;60;-8;562;60;116;508;60;11;114;60;-63;15;60;-15;20;134.44;-14
27-04-2021;27-04-2021;FCR;1;NEGPOS_16_20;65.48;71;65.48;36;87;87.7;-60;67;65.48;-1;562;65.48;88;508;65.48;32;114;65.48;-66;15;65.48;-15;20;94.12;-14
27-04-2021;27-04-2021;FCR;1;NEGPOS_20_24;55.36;71;55.36;32;87;57.57;-60;67;55.36;1;562;55.36;47;508;55.36;76;114;55.36;-67;15;55.36;-15;20;94.12;-14
28-04-2021;28-04-2021;FCR;1;NEGPOS_00_04;47.3;71;47.3;9;87;65.97;-60;67;47.3;6;562;47.3;150;508;47.3;-11;114;47.3;-67;15;47.3;-13;20;134.48;-14
28-04-2021;28-04-2021;FCR;1;NEGPOS_04_08;55.6;71;55.6;27;87;65.12;-60;67;55.6;6;562;55.6;103;508;55.6;18;114;55.6;-67;15;55.6;-13;20;107.58;-14
28-04-2021;28-04-2021;FCR;1;NEGPOS_08_12;56;71;56;35;87;61.7;-60;67;56;20;562;56;97;508;56;5;114;56;-68;15;56;-15;20;94.12;-14
28-04-2021;28-04-2021;FCR;1;NEGPOS_12_16;54.28;71;54.28;15;87;140.16;-60;67;54.28;8;562;54.28;98;508;54.28;33;114;54.28;-68;15;54.28;-12;20;134.48;-14
28-04-2021;28-04-2021;FCR;1;NEGPOS_16_20;54.04;71;54.04;31;87;88.99;-60;67;54.04;7;562;54.04;80;508;54.04;36;114;54.04;-68;15;54.04;-12;20;94.12;-14
28-04-2021;28-04-2021;FCR;1;NEGPOS_20_24;48;71;48;14;87;56.8;-60;67;48;14;562;48;49;508;48;79;114;48;-67;15;48;-15;20;107.58;-14
29-04-2021;29-04-2021;FCR;1;NEGPOS_00_04;36;71;36;0;87;67.48;-60;67;36;13;562;36;77;508;36;66;114;36;-72;15;36;-13;20;36;-11
29-04-2021;29-04-2021;FCR;1;NEGPOS_04_08;48.57;71;48.57;13;87;61.66;-60;67;48.57;21;562;48.57;46;508;48.57;81;114;48.57;-72;15;48.57;-15;20;107.58;-14
29-04-2021;29-04-2021;FCR;1;NEGPOS_08_12;51.13;71;51.13;39;87;59.11;-60;67;51.13;35;562;51.13;58;508;51.13;17;114;51.13;-69;15;51.13;-6;20;112.96;-14
29-04-2021;29-04-2021;FCR;1;NEGPOS_12_16;49.4;71;49.4;19;87;149.66;-60;67;49.4;25;562;49.4;71;508;49.4;30;114;49.4;-68;15;49.4;-6;20;49.4;-11
29-04-2021;29-04-2021;FCR;1;NEGPOS_16_20;54.76;71;54.76;28;87;65.4;-60;67;54.76;33;562;54.76;63;508;54.76;23;114;54.76;-71;15;54.76;-6;20;54.76;-10
29-04-2021;29-04-2021;FCR;1;NEGPOS_20_24;50.56;71;50.56;28;87;59.47;-60;67;50.56;41;562;50.56;68;508;50.56;17;114;50.56;-72;15;50.56;-11;20;50.56;-11
30-04-2021;30-04-2021;FCR;1;NEGPOS_00_04;37.05;-;-;-;87;595.62;-41;-;-;-;562;37.05;35;508;37.05;87;114;37.05;-67;-;-;-;20;94.12;-14
30-04-2021;30-04-2021;FCR;1;NEGPOS_04_08;58.64;-;-;-;87;367.02;-41;-;-;-;562;58.64;72;508;58.64;50;114;58.64;-67;-;-;-;20;94.12;-14
30-04-2021;30-04-2021;FCR;1;NEGPOS_08_12;67.51;-;-;-;87;150;-41;-;-;-;562;67.51;112;508;67.51;7;114;67.51;-64;-;-;-;20;94.12;-14
30-04-2021;30-04-2021;FCR;1;NEGPOS_12_16;54;-;-;-;87;150;-41;-;-;-;562;54;112;508;54;6;114;54;-63;-;-;-;20;94.12;-14
30-04-2021;30-04-2021;FCR;1;NEGPOS_16_20;72;-;-;-;87;150;-41;-;-;-;562;72;124;508;72;-1;114;72;-66;-;-;-;20;94.12;-14
30-04-2021;30-04-2021;FCR;1;NEGPOS_20_24;56.88;-;-;-;87;150;-41;-;-;-;562;56.88;95;508;56.88;27;114;56.88;-67;-;-;-;20;94.12;-14
01-05-2021;01-05-2021;FCR;1;NEGPOS_00_04;45;71;45;17;87;60.36;-60;67;45;31;562;45;77;508;45;30;114;45;-68;15;45;-13;20;85.52;-14
01-05-2021;01-05-2021;FCR;1;NEGPOS_04_08;43.36;71;43.36;17;87;55.81;-60;67;43.36;31;562;43.36;64;508;43.36;43;114;43.36;-68;15;43.36;-13;20;69.92;-14
01-05-2021;01-05-2021;FCR;1;NEGPOS_08_12;47.52;71;47.52;17;87;58.24;-60;67;47.52;24;562;47.52;40;508;47.52;71;114;47.52;-65;15;47.52;-13;20;47.52;-14
01-05-2021;01-05-2021;FCR;1;NEGPOS_12_16;43.32;71;43.32;17;87;165.16;-60;67;43.32;28;562;43.32;56;508;43.32;50;114;43.32;-64;15;43.32;-13;20;69.92;-14
01-05-2021;01-05-2021;FCR;1;NEGPOS_16_20;47;71;47;6;87;52.93;-60;67;47;25;562;47;60;508;47;70;114;47;-72;15;47;-15;20;47;-14
01-05-2021;01-05-2021;FCR;1;NEGPOS_20_24;44.56;71;44.56;6;87;50.11;-60;67;44.56;21;562;44.56;39;508;44.56;91;114;44.56;-68;15;44.56;-15;20;69.92;-14
02-05-2021;02-05-2021;FCR;1;NEGPOS_00_04;29.16;71;29.16;3;87;66.62;-60;67;29.16;13;562;29.16;-2;508;29.16;141;114;29.16;-68;15;29.16;-13;20;85.52;-14
02-05-2021;02-05-2021;FCR;1;NEGPOS_04_08;30.4;71;30.4;3;87;62.08;-60;67;30.4;12;562;30.4;3;508;30.4;139;114;30.4;-68;15;30.4;-15;20;69.4;-14
02-05-2021;02-05-2021;FCR;1;NEGPOS_08_12;36.08;71;36.08;15;87;62.71;-60;67;36.08;24;562;36.08;-30;508;36.08;145;114;36.08;-65;15;36.08;-15;20;69.4;-14
02-05-2021;02-05-2021;FCR;1;NEGPOS_12_16;60.08;71;60.08;47;87;186.74;-60;67;60.08;30;562;60.08;-61;508;60.08;137;114;60.08;-64;15;60.08;-15;20;85.52;-14
02-05-2021;02-05-2021;FCR;1;NEGPOS_16_20;53.72;71;53.72;27;87;54.61;-60;67;53.72;30;562;53.72;1;508;53.72;98;114;53.72;-67;15;53.72;-15;20;69.4;-14
02-05-2021;02-05-2021;FCR;1;NEGPOS_20_24;41.9;71;41.9;5;87;44.28;-60;67;41.9;19;562;41.9;32;508;41.9;99;114;41.9;-68;15;41.9;-13;20;85.52;-14
03-05-2021;03-05-2021;FCR;1;NEGPOS_00_04;45.25;71;45.25;19;87;82.6;-60;67;45.25;28;562;45.25;25;508;45.25;83;114;45.25;-68;15;45.25;-13;20;96.28;-14
03-05-2021;03-05-2021;FCR;1;NEGPOS_04_08;40.5;71;40.5;18;87;60.94;-60;67;40.5;26;562;40.5;23;508;40.5;90;114;40.5;-68;15;40.5;-15;20;85.52;-14
03-05-2021;03-05-2021;FCR;1;NEGPOS_08_12;52.48;71;52.48;45;87;61.8;-60;67;52.48;52;562;52.48;-2;508;52.48;59;114;52.48;-65;15;52.48;-15;20;85.52;-14
03-05-2021;03-05-2021;FCR;1;NEGPOS_12_16;38;71;38;16;87;168.61;-60;67;38;35;562;38;45;508;38;57;114;38;-64;15;38;-15;20;85.52;-14
03-05-2021;03-05-2021;FCR;1;NEGPOS_16_20;40.61;71;40.61;7;87;55.95;-60;67;40.61;32;562;40.61;2;508;40.61;115;114;40.61;-67;15;40.61;-15;20;40.61;-14
03-05-2021;03-05-2021;FCR;1;NEGPOS_20_24;40.4;71;40.4;25;87;40.4;-60;67;40.4;50;562;40.4;9;508;40.4;73;114;40.4;-68;15;40.4;-15;20;40.4;-14
04-05-2021;04-05-2021;FCR;1;NEGPOS_00_04;114;71;114;47;87;114;-60;67;114;31;562;114;-4;508;114;75;114;114;-68;15;114;-13;20;114;-8
04-05-2021;04-05-2021;FCR;1;NEGPOS_04_08;111;71;111;59;87;111;-60;67;111;49;562;111;-36;508;111;75;114;111;-68;15;111;-13;20;111;-6
04-05-2021;04-05-2021;FCR;1;NEGPOS_08_12;125;71;125;79;87;125;-60;67;125;91;562;125;-57;508;125;33;114;125;-65;15;125;-13;20;125;-8
04-05-2021;04-05-2021;FCR;1;NEGPOS_12_16;131.56;71;131.56;57;87;155.67;-60;67;131.56;69;562;131.56;-101;508;131.56;124;114;131.56;-64;15;131.56;-13;20;131.56;-12
04-05-2021;04-05-2021;FCR;1;NEGPOS_16_20;126.03;71;126.03;59;87;126.03;-60;67;126.03;64;562;126.03;-54;508;126.03;79;114;126.03;-67;15;126.03;-13;20;126.03;-8
04-05-2021;04-05-2021;FCR;1;NEGPOS_20_24;104;71;104;59;87;104;-60;67;104;57;562;104;-1;508;104;36;114;104;-68;15;104;-13;20;104;-10
05-05-2021;05-05-2021;FCR;1;NEGPOS_00_04;99;71;99;52;87;120.16;-60;67;99;23;562;99;-64;508;99;148;114;99;-68;15;99;-9;20;99;-13
05-05-2021;05-05-2021;FCR;1;NEGPOS_04_08;70.62;71;70.62;52;87;86.57;-60;67;70.62;22;562;70.62;-56;508;70.62;134;114;70.62;-68;15;70.62;-10;20;70.62;-14
05-05-2021;05-05-2021;FCR;1;NEGPOS_08_12;89.61;71;89.61;72;87;89.61;-60;67;89.61;23;562;89.61;-69;508;89.61;122;114;89.61;-65;15;89.61;-10;20;89.61;-13
05-05-2021;05-05-2021;FCR;1;NEGPOS_12_16;124;71;124;52;87;169.08;-60;67;124;38;562;124;-98;508;71.36;152;114;124;-64;15;124;-9;20;124;-11
05-05-2021;05-05-2021;FCR;1;NEGPOS_16_20;91.49;71;91.49;52;87;91.49;-60;67;91.49;21;562;91.49;-77;508;59.92;152;114;91.49;-67;15;91.49;-9;20;91.49;-12
05-05-2021;05-05-2021;FCR;1;NEGPOS_20_24;40.5;71;40.5;19;87;49.36;-60;67;40.5;44;562;40.5;-58;508;37.6;152;114;40.5;-68;15;40.5;-15;20;69.4;-14
06-05-2021;06-05-2021;FCR;1;NEGPOS_00_04;74.97;71;74.97;53;87;116.52;-60;67;74.97;27;562;74.97;-76;508;63.4;152;114;74.97;-68;15;74.97;-15;20;74.97;-13
06-05-2021;06-05-2021;FCR;1;NEGPOS_04_08;62;71;62;55;87;72.61;-60;67;62;3;562;62;-52;508;60.88;152;114;62;-68;15;62;-15;20;62;-12
06-05-2021;06-05-2021;FCR;1;NEGPOS_08_12;60.56;71;60.56;79;87;76.56;-60;67;60.56;47;562;60.56;-84;508;60.56;110;114;60.56;-65;15;60.56;-15;20;60.56;-12
06-05-2021;06-05-2021;FCR;1;NEGPOS_12_16;56;71;56;53;87;186.56;-60;67;56;23;562;56;-68;508;56;143;114;56;-64;15;56;-15;20;56;-12
06-05-2021;06-05-2021;FCR;1;NEGPOS_16_20;57.04;71;57.04;48;87;81.79;-60;67;57.04;19;562;57.04;-54;508;57.04;141;114;57.04;-67;15;57.04;-15;20;57.04;-12
06-05-2021;06-05-2021;FCR;1;NEGPOS_20_24;56;71;56;72;87;56;-60;67;56;42;562;56;-61;508;56;104;114;56;-68;15;56;-15;20;56;-14
07-05-2021;07-05-2021;FCR;1;NEGPOS_00_04;56.4;71;56.4;41;87;115.03;-60;67;56.4;22;562;56.4;-39;508;56.4;133;114;56.4;-68;15;56.4;-15;20;90.88;-14
07-05-2021;07-05-2021;FCR;1;NEGPOS_04_08;58;71;58;52;87;76.35;-60;67;58;35;562;58;-19;508;58;89;114;58;-68;15;58;-15;20;69.4;-14
07-05-2021;07-05-2021;FCR;1;NEGPOS_08_12;59;71;59;63;87;71.99;-60;67;59;55;562;59;-48;508;59;84;114;59;-65;15;59;-15;20;69.4;-14
07-05-2021;07-05-2021;FCR;1;NEGPOS_12_16;56.4;71;56.4;42;87;177.52;-60;67;56.4;15;562;56.4;-48;508;56.4;144;114;56.4;-64;15;56.4;-15;20;69.4;-14
07-05-2021;07-05-2021;FCR;1;NEGPOS_16_20;55.6;71;55.6;37;87;82.51;-60;67;55.6;12;562;55.6;-45;508;51;152;114;55.6;-67;15;55.6;-15;20;69.4;-14
07-05-2021;07-05-2021;FCR;1;NEGPOS_20_24;63.88;71;63.88;78;87;63.88;-60;67;63.88;18;562;63.88;-33;508;63.88;94;114;63.88;-68;15;63.88;-15;20;90.88;-14
08-05-2021;08-05-2021;FCR;1;NEGPOS_00_04;48;71;48;18;87;101.34;-60;67;48;24;562;48;-39;508;30.64;152;114;48;-68;15;48;-15;20;48;-12
08-05-2021;08-05-2021;FCR;1;NEGPOS_04_08;52;71;52;24;87;78.62;-60;67;52;26;562;52;-48;508;38.56;152;114;52;-68;15;52;-15;20;52;-11
08-05-2021;08-05-2021;FCR;1;NEGPOS_08_12;71.92;71;71.92;50;87;80.81;-60;67;71.92;30;562;71.92;-77;508;71.92;147;114;71.92;-65;15;71.92;-15;20;71.92;-10
08-05-2021;08-05-2021;FCR;1;NEGPOS_12_16;85;71;85;46;87;174.78;-60;67;85;39;562;85;-66;508;85;129;114;85;-64;15;85;-15;20;85;-9
08-05-2021;08-05-2021;FCR;1;NEGPOS_16_20;80;71;80;50;87;85.4;-60;67;80;35;562;80;-63;508;80;129;114;80;-67;15;80;-15;20;80;-9
